"emissionID";"pollutantID";"countryID";"sectorID";"year";"emission"
1;"PM10";"AT";"1A1a";1990;0.0
2;"PM10";"AT";"1A1b";1990;0.0
3;"PM10";"AT";"1A1c";1990;0.0
4;"PM10";"AT";"1A2a";1990;0.0
5;"PM10";"AT";"1A2b";1990;0.0
6;"PM10";"AT";"1A2c";1990;0.0
7;"PM10";"AT";"1A2d";1990;0.0
8;"PM10";"AT";"1A2e";1990;0.0
9;"PM10";"AT";"1A2f";1990;0.0
10;"PM10";"AT";"1A2gvii";1990;0.0
11;"PM10";"AT";"1A2gviii";1990;0.0
13;"PM10";"AT";"1A3ai(i)";1990;0.0
14;"PM10";"AT";"1A3ai(ii)";1990;0.0
15;"PM10";"AT";"1A3aii(i)";1990;0.0
16;"PM10";"AT";"1A3aii(ii)";1990;0.0
17;"PM10";"AT";"1A3bi";1990;1.0
18;"PM10";"AT";"1A3bii";1990;0.0
19;"PM10";"AT";"1A3biii";1990;1.0
20;"PM10";"AT";"1A3bvii";1990;1.0
21;"PM10";"AT";"1A3c";1990;0.0
22;"PM10";"AT";"1A3di(ii)";1990;0.0
23;"PM10";"AT";"1A3dii";1990;0.0
24;"PM10";"AT";"1A3ei";1990;0.0
25;"PM10";"AT";"1A4ai";1990;0.0
26;"PM10";"AT";"1A4bi";1990;9.0
27;"PM10";"AT";"1A4bii";1990;0.0
28;"PM10";"AT";"1A4ci";1990;0.0
29;"PM10";"AT";"1A4cii";1990;2.0
30;"PM10";"AT";"1A5b";1990;0.0
31;"PM10";"AT";"1B1a";1990;0.0
32;"PM10";"AT";"2A1";1990;0.0
33;"PM10";"AT";"2A2";1990;0.0
34;"PM10";"AT";"2A5a";1990;3.0
35;"PM10";"AT";"2A5b";1990;0.0
36;"PM10";"AT";"2B10a";1990;0.0
37;"PM10";"AT";"2C1";1990;4.0
38;"PM10";"AT";"2C2";1990;0.0
39;"PM10";"AT";"2G";1990;0.0
40;"PM10";"AT";"2H2";1990;0.0
41;"PM10";"AT";"2I";1990;0.0
42;"PM10";"AT";"3Da1";1990;4.0
43;"PM10";"AT";"3Dd";1990;0.0
44;"PM10";"AT";"3F";1990;0.0
45;"PM10";"AT";"3I";1990;0.0
46;"PM10";"AT";"5A";1990;0.0
47;"PM10";"AT";"5C1bi";1990;0.0
48;"PM10";"AT";"5C1biii";1990;0.0
49;"PM10";"AT";"5C1bv";1990;0.0
50;"PM10";"AT";"1A1a";1991;0.0
51;"PM10";"AT";"1A1b";1991;0.0
52;"PM10";"AT";"1A1c";1991;0.0
53;"PM10";"AT";"1A2a";1991;0.0
54;"PM10";"AT";"1A2b";1991;0.0
55;"PM10";"AT";"1A2c";1991;0.0
56;"PM10";"AT";"1A2d";1991;0.0
57;"PM10";"AT";"1A2e";1991;0.0
58;"PM10";"AT";"1A2f";1991;0.0
59;"PM10";"AT";"1A2gvii";1991;0.0
60;"PM10";"AT";"1A2gviii";1991;0.0
62;"PM10";"AT";"1A3ai(i)";1991;0.0
63;"PM10";"AT";"1A3ai(ii)";1991;0.0
64;"PM10";"AT";"1A3aii(i)";1991;0.0
65;"PM10";"AT";"1A3aii(ii)";1991;0.0
66;"PM10";"AT";"1A3bi";1991;1.0
67;"PM10";"AT";"1A3bii";1991;0.0
68;"PM10";"AT";"1A3biii";1991;2.0
69;"PM10";"AT";"1A3bvii";1991;2.0
70;"PM10";"AT";"1A3c";1991;0.0
71;"PM10";"AT";"1A3di(ii)";1991;0.0
72;"PM10";"AT";"1A3dii";1991;0.0
73;"PM10";"AT";"1A3ei";1991;0.0
74;"PM10";"AT";"1A4ai";1991;0.0
75;"PM10";"AT";"1A4bi";1991;9.0
76;"PM10";"AT";"1A4bii";1991;0.0
77;"PM10";"AT";"1A4ci";1991;0.0
78;"PM10";"AT";"1A4cii";1991;2.0
79;"PM10";"AT";"1A5b";1991;0.0
80;"PM10";"AT";"1B1a";1991;0.0
81;"PM10";"AT";"2A1";1991;0.0
82;"PM10";"AT";"2A2";1991;0.0
83;"PM10";"AT";"2A5a";1991;4.0
84;"PM10";"AT";"2A5b";1991;0.0
85;"PM10";"AT";"2B10a";1991;0.0
86;"PM10";"AT";"2C1";1991;4.0
87;"PM10";"AT";"2C2";1991;0.0
88;"PM10";"AT";"2G";1991;0.0
89;"PM10";"AT";"2H2";1991;0.0
90;"PM10";"AT";"2I";1991;0.0
91;"PM10";"AT";"3Da1";1991;4.0
92;"PM10";"AT";"3Dd";1991;0.0
93;"PM10";"AT";"3F";1991;0.0
94;"PM10";"AT";"3I";1991;0.0
95;"PM10";"AT";"5A";1991;0.0
96;"PM10";"AT";"5C1bi";1991;0.0
97;"PM10";"AT";"5C1biii";1991;0.0
98;"PM10";"AT";"5C1bv";1991;0.0
99;"PM10";"AT";"1A1a";1992;0.0
100;"PM10";"AT";"1A1b";1992;0.0
101;"PM10";"AT";"1A1c";1992;0.0
102;"PM10";"AT";"1A2a";1992;0.0
103;"PM10";"AT";"1A2b";1992;0.0
104;"PM10";"AT";"1A2c";1992;0.0
105;"PM10";"AT";"1A2d";1992;0.0
106;"PM10";"AT";"1A2e";1992;0.0
107;"PM10";"AT";"1A2f";1992;0.0
108;"PM10";"AT";"1A2gvii";1992;0.0
109;"PM10";"AT";"1A2gviii";1992;0.0
111;"PM10";"AT";"1A3ai(i)";1992;0.0
112;"PM10";"AT";"1A3ai(ii)";1992;0.0
113;"PM10";"AT";"1A3aii(i)";1992;0.0
114;"PM10";"AT";"1A3aii(ii)";1992;0.0
115;"PM10";"AT";"1A3bi";1992;1.0
116;"PM10";"AT";"1A3bii";1992;0.0
117;"PM10";"AT";"1A3biii";1992;2.0
118;"PM10";"AT";"1A3bvii";1992;2.0
119;"PM10";"AT";"1A3c";1992;0.0
120;"PM10";"AT";"1A3di(ii)";1992;0.0
121;"PM10";"AT";"1A3dii";1992;0.0
122;"PM10";"AT";"1A3ei";1992;0.0
123;"PM10";"AT";"1A4ai";1992;0.0
124;"PM10";"AT";"1A4bi";1992;9.0
125;"PM10";"AT";"1A4bii";1992;0.0
126;"PM10";"AT";"1A4ci";1992;0.0
127;"PM10";"AT";"1A4cii";1992;2.0
128;"PM10";"AT";"1A5b";1992;0.0
129;"PM10";"AT";"1B1a";1992;0.0
130;"PM10";"AT";"2A1";1992;0.0
131;"PM10";"AT";"2A2";1992;0.0
132;"PM10";"AT";"2A5a";1992;4.0
133;"PM10";"AT";"2A5b";1992;0.0
134;"PM10";"AT";"2B10a";1992;0.0
135;"PM10";"AT";"2C1";1992;3.0
136;"PM10";"AT";"2C2";1992;0.0
137;"PM10";"AT";"2G";1992;0.0
138;"PM10";"AT";"2H2";1992;0.0
139;"PM10";"AT";"2I";1992;0.0
140;"PM10";"AT";"3Da1";1992;4.0
141;"PM10";"AT";"3Dd";1992;0.0
142;"PM10";"AT";"3F";1992;0.0
143;"PM10";"AT";"3I";1992;0.0
144;"PM10";"AT";"5A";1992;0.0
145;"PM10";"AT";"5C1bi";1992;0.0
146;"PM10";"AT";"5C1biii";1992;0.0
147;"PM10";"AT";"5C1bv";1992;0.0
148;"PM10";"AT";"1A1a";1993;0.0
149;"PM10";"AT";"1A1b";1993;0.0
150;"PM10";"AT";"1A1c";1993;0.0
151;"PM10";"AT";"1A2a";1993;0.0
152;"PM10";"AT";"1A2b";1993;0.0
153;"PM10";"AT";"1A2c";1993;0.0
154;"PM10";"AT";"1A2d";1993;0.0
155;"PM10";"AT";"1A2e";1993;0.0
156;"PM10";"AT";"1A2f";1993;0.0
157;"PM10";"AT";"1A2gvii";1993;0.0
158;"PM10";"AT";"1A2gviii";1993;0.0
160;"PM10";"AT";"1A3ai(i)";1993;0.0
161;"PM10";"AT";"1A3ai(ii)";1993;0.0
162;"PM10";"AT";"1A3aii(i)";1993;0.0
163;"PM10";"AT";"1A3aii(ii)";1993;0.0
164;"PM10";"AT";"1A3bi";1993;2.0
165;"PM10";"AT";"1A3bii";1993;0.0
166;"PM10";"AT";"1A3biii";1993;2.0
167;"PM10";"AT";"1A3bvii";1993;2.0
168;"PM10";"AT";"1A3c";1993;0.0
169;"PM10";"AT";"1A3di(ii)";1993;0.0
170;"PM10";"AT";"1A3dii";1993;0.0
171;"PM10";"AT";"1A3ei";1993;0.0
172;"PM10";"AT";"1A4ai";1993;0.0
173;"PM10";"AT";"1A4bi";1993;8.0
174;"PM10";"AT";"1A4bii";1993;0.0
175;"PM10";"AT";"1A4ci";1993;0.0
176;"PM10";"AT";"1A4cii";1993;2.0
177;"PM10";"AT";"1A5b";1993;0.0
178;"PM10";"AT";"1B1a";1993;0.0
179;"PM10";"AT";"2A1";1993;0.0
180;"PM10";"AT";"2A2";1993;0.0
181;"PM10";"AT";"2A5a";1993;4.0
182;"PM10";"AT";"2A5b";1993;0.0
183;"PM10";"AT";"2B10a";1993;0.0
184;"PM10";"AT";"2C1";1993;3.0
185;"PM10";"AT";"2C2";1993;0.0
186;"PM10";"AT";"2G";1993;0.0
187;"PM10";"AT";"2H2";1993;0.0
188;"PM10";"AT";"2I";1993;0.0
189;"PM10";"AT";"3Da1";1993;4.0
190;"PM10";"AT";"3Dd";1993;0.0
191;"PM10";"AT";"3F";1993;0.0
192;"PM10";"AT";"3I";1993;0.0
193;"PM10";"AT";"5A";1993;0.0
194;"PM10";"AT";"5C1bi";1993;0.0
195;"PM10";"AT";"5C1biii";1993;0.0
196;"PM10";"AT";"5C1bv";1993;0.0
197;"PM10";"AT";"1A1a";1994;0.0
198;"PM10";"AT";"1A1b";1994;0.0
199;"PM10";"AT";"1A1c";1994;0.0
200;"PM10";"AT";"1A2a";1994;0.0
201;"PM10";"AT";"1A2b";1994;0.0
202;"PM10";"AT";"1A2c";1994;0.0
203;"PM10";"AT";"1A2d";1994;0.0
204;"PM10";"AT";"1A2e";1994;0.0
205;"PM10";"AT";"1A2f";1994;0.0
206;"PM10";"AT";"1A2gvii";1994;0.0
207;"PM10";"AT";"1A2gviii";1994;0.0
209;"PM10";"AT";"1A3ai(i)";1994;0.0
210;"PM10";"AT";"1A3ai(ii)";1994;0.0
211;"PM10";"AT";"1A3aii(i)";1994;0.0
212;"PM10";"AT";"1A3aii(ii)";1994;0.0
213;"PM10";"AT";"1A3bi";1994;2.0
214;"PM10";"AT";"1A3bii";1994;0.0
215;"PM10";"AT";"1A3biii";1994;2.0
216;"PM10";"AT";"1A3bvii";1994;2.0
217;"PM10";"AT";"1A3c";1994;0.0
218;"PM10";"AT";"1A3di(ii)";1994;0.0
219;"PM10";"AT";"1A3dii";1994;0.0
220;"PM10";"AT";"1A3ei";1994;0.0
221;"PM10";"AT";"1A4ai";1994;0.0
222;"PM10";"AT";"1A4bi";1994;8.0
223;"PM10";"AT";"1A4bii";1994;0.0
224;"PM10";"AT";"1A4ci";1994;0.0
225;"PM10";"AT";"1A4cii";1994;2.0
226;"PM10";"AT";"1A5b";1994;0.0
227;"PM10";"AT";"1B1a";1994;0.0
228;"PM10";"AT";"2A1";1994;0.0
229;"PM10";"AT";"2A2";1994;0.0
230;"PM10";"AT";"2A5a";1994;4.0
231;"PM10";"AT";"2A5b";1994;0.0
232;"PM10";"AT";"2B10a";1994;0.0
233;"PM10";"AT";"2C1";1994;3.0
234;"PM10";"AT";"2C2";1994;0.0
235;"PM10";"AT";"2G";1994;0.0
236;"PM10";"AT";"2H2";1994;0.0
237;"PM10";"AT";"2I";1994;0.0
238;"PM10";"AT";"3Da1";1994;4.0
239;"PM10";"AT";"3Dd";1994;0.0
240;"PM10";"AT";"3F";1994;0.0
241;"PM10";"AT";"3I";1994;0.0
242;"PM10";"AT";"5A";1994;0.0
243;"PM10";"AT";"5C1bi";1994;0.0
244;"PM10";"AT";"5C1biii";1994;0.0
245;"PM10";"AT";"5C1bv";1994;0.0
246;"PM10";"AT";"1A1a";1995;0.0
247;"PM10";"AT";"1A1b";1995;0.0
248;"PM10";"AT";"1A1c";1995;0.0
249;"PM10";"AT";"1A2a";1995;0.0
250;"PM10";"AT";"1A2b";1995;0.0
251;"PM10";"AT";"1A2c";1995;0.0
252;"PM10";"AT";"1A2d";1995;0.0
253;"PM10";"AT";"1A2e";1995;0.0
254;"PM10";"AT";"1A2f";1995;0.0
255;"PM10";"AT";"1A2gvii";1995;0.0
256;"PM10";"AT";"1A2gviii";1995;0.0
258;"PM10";"AT";"1A3ai(i)";1995;0.0
259;"PM10";"AT";"1A3ai(ii)";1995;0.0
260;"PM10";"AT";"1A3aii(i)";1995;0.0
261;"PM10";"AT";"1A3aii(ii)";1995;0.0
262;"PM10";"AT";"1A3bi";1995;2.0
263;"PM10";"AT";"1A3bii";1995;0.0
264;"PM10";"AT";"1A3biii";1995;2.0
265;"PM10";"AT";"1A3bvii";1995;2.0
266;"PM10";"AT";"1A3c";1995;0.0
267;"PM10";"AT";"1A3di(ii)";1995;0.0
268;"PM10";"AT";"1A3dii";1995;0.0
269;"PM10";"AT";"1A3ei";1995;0.0
270;"PM10";"AT";"1A4ai";1995;0.0
271;"PM10";"AT";"1A4bi";1995;8.0
272;"PM10";"AT";"1A4bii";1995;0.0
273;"PM10";"AT";"1A4ci";1995;0.0
274;"PM10";"AT";"1A4cii";1995;2.0
275;"PM10";"AT";"1A5b";1995;0.0
276;"PM10";"AT";"1B1a";1995;0.0
277;"PM10";"AT";"2A1";1995;0.0
278;"PM10";"AT";"2A2";1995;0.0
279;"PM10";"AT";"2A5a";1995;5.0
280;"PM10";"AT";"2A5b";1995;0.0
281;"PM10";"AT";"2B10a";1995;0.0
282;"PM10";"AT";"2C1";1995;3.0
283;"PM10";"AT";"2C2";1995;0.0
284;"PM10";"AT";"2G";1995;0.0
285;"PM10";"AT";"2H2";1995;0.0
286;"PM10";"AT";"2I";1995;0.0
287;"PM10";"AT";"3Da1";1995;4.0
288;"PM10";"AT";"3Dd";1995;0.0
289;"PM10";"AT";"3F";1995;0.0
290;"PM10";"AT";"3I";1995;0.0
291;"PM10";"AT";"5A";1995;0.0
292;"PM10";"AT";"5C1bi";1995;0.0
293;"PM10";"AT";"5C1biii";1995;0.0
294;"PM10";"AT";"5C1bv";1995;0.0
295;"PM10";"AT";"1A1a";1996;0.0
296;"PM10";"AT";"1A1b";1996;0.0
297;"PM10";"AT";"1A1c";1996;0.0
298;"PM10";"AT";"1A2a";1996;0.0
299;"PM10";"AT";"1A2b";1996;0.0
300;"PM10";"AT";"1A2c";1996;0.0
301;"PM10";"AT";"1A2d";1996;0.0
302;"PM10";"AT";"1A2e";1996;0.0
303;"PM10";"AT";"1A2f";1996;0.0
304;"PM10";"AT";"1A2gvii";1996;0.0
305;"PM10";"AT";"1A2gviii";1996;0.0
307;"PM10";"AT";"1A3ai(i)";1996;0.0
308;"PM10";"AT";"1A3ai(ii)";1996;0.0
309;"PM10";"AT";"1A3aii(i)";1996;0.0
310;"PM10";"AT";"1A3aii(ii)";1996;0.0
311;"PM10";"AT";"1A3bi";1996;2.0
312;"PM10";"AT";"1A3bii";1996;0.0
313;"PM10";"AT";"1A3biii";1996;2.0
314;"PM10";"AT";"1A3bvii";1996;2.0
315;"PM10";"AT";"1A3c";1996;0.0
316;"PM10";"AT";"1A3di(ii)";1996;0.0
317;"PM10";"AT";"1A3dii";1996;0.0
318;"PM10";"AT";"1A3ei";1996;0.0
319;"PM10";"AT";"1A4ai";1996;0.0
320;"PM10";"AT";"1A4bi";1996;8.0
321;"PM10";"AT";"1A4bii";1996;0.0
322;"PM10";"AT";"1A4ci";1996;0.0
323;"PM10";"AT";"1A4cii";1996;2.0
324;"PM10";"AT";"1A5b";1996;0.0
325;"PM10";"AT";"1B1a";1996;0.0
326;"PM10";"AT";"2A1";1996;0.0
327;"PM10";"AT";"2A2";1996;0.0
328;"PM10";"AT";"2A5a";1996;5.0
329;"PM10";"AT";"2A5b";1996;0.0
330;"PM10";"AT";"2B10a";1996;0.0
331;"PM10";"AT";"2C1";1996;3.0
332;"PM10";"AT";"2C2";1996;0.0
333;"PM10";"AT";"2G";1996;0.0
334;"PM10";"AT";"2H2";1996;0.0
335;"PM10";"AT";"2I";1996;0.0
336;"PM10";"AT";"3Da1";1996;4.0
337;"PM10";"AT";"3Dd";1996;0.0
338;"PM10";"AT";"3F";1996;0.0
339;"PM10";"AT";"3I";1996;0.0
340;"PM10";"AT";"5A";1996;0.0
341;"PM10";"AT";"5C1bi";1996;0.0
342;"PM10";"AT";"5C1biii";1996;0.0
343;"PM10";"AT";"5C1bv";1996;0.0
344;"PM10";"AT";"1A1a";1997;0.0
345;"PM10";"AT";"1A1b";1997;0.0
346;"PM10";"AT";"1A1c";1997;0.0
347;"PM10";"AT";"1A2a";1997;0.0
348;"PM10";"AT";"1A2b";1997;0.0
349;"PM10";"AT";"1A2c";1997;0.0
350;"PM10";"AT";"1A2d";1997;0.0
351;"PM10";"AT";"1A2e";1997;0.0
352;"PM10";"AT";"1A2f";1997;0.0
353;"PM10";"AT";"1A2gvii";1997;1.0
354;"PM10";"AT";"1A2gviii";1997;0.0
356;"PM10";"AT";"1A3ai(i)";1997;0.0
357;"PM10";"AT";"1A3ai(ii)";1997;0.0
358;"PM10";"AT";"1A3aii(i)";1997;0.0
359;"PM10";"AT";"1A3aii(ii)";1997;0.0
360;"PM10";"AT";"1A3bi";1997;2.0
361;"PM10";"AT";"1A3bii";1997;0.0
362;"PM10";"AT";"1A3biii";1997;2.0
363;"PM10";"AT";"1A3bvii";1997;2.0
364;"PM10";"AT";"1A3c";1997;0.0
365;"PM10";"AT";"1A3di(ii)";1997;0.0
366;"PM10";"AT";"1A3dii";1997;0.0
367;"PM10";"AT";"1A3ei";1997;0.0
368;"PM10";"AT";"1A4ai";1997;0.0
369;"PM10";"AT";"1A4bi";1997;8.0
370;"PM10";"AT";"1A4bii";1997;0.0
371;"PM10";"AT";"1A4ci";1997;0.0
372;"PM10";"AT";"1A4cii";1997;2.0
373;"PM10";"AT";"1A5b";1997;0.0
374;"PM10";"AT";"1B1a";1997;0.0
375;"PM10";"AT";"2A1";1997;0.0
376;"PM10";"AT";"2A2";1997;0.0
377;"PM10";"AT";"2A5a";1997;5.0
378;"PM10";"AT";"2A5b";1997;0.0
379;"PM10";"AT";"2B10a";1997;0.0
380;"PM10";"AT";"2C1";1997;3.0
381;"PM10";"AT";"2C2";1997;0.0
382;"PM10";"AT";"2G";1997;0.0
383;"PM10";"AT";"2H2";1997;0.0
384;"PM10";"AT";"2I";1997;0.0
385;"PM10";"AT";"3Da1";1997;4.0
386;"PM10";"AT";"3Dd";1997;0.0
387;"PM10";"AT";"3F";1997;0.0
388;"PM10";"AT";"3I";1997;0.0
389;"PM10";"AT";"5A";1997;0.0
390;"PM10";"AT";"5C1bi";1997;0.0
391;"PM10";"AT";"5C1biii";1997;0.0
392;"PM10";"AT";"5C1bv";1997;0.0
393;"PM10";"AT";"1A1a";1998;0.0
394;"PM10";"AT";"1A1b";1998;0.0
395;"PM10";"AT";"1A1c";1998;0.0
396;"PM10";"AT";"1A2a";1998;0.0
397;"PM10";"AT";"1A2b";1998;0.0
398;"PM10";"AT";"1A2c";1998;0.0
399;"PM10";"AT";"1A2d";1998;0.0
400;"PM10";"AT";"1A2e";1998;0.0
401;"PM10";"AT";"1A2f";1998;0.0
402;"PM10";"AT";"1A2gvii";1998;1.0
403;"PM10";"AT";"1A2gviii";1998;0.0
405;"PM10";"AT";"1A3ai(i)";1998;0.0
406;"PM10";"AT";"1A3ai(ii)";1998;0.0
407;"PM10";"AT";"1A3aii(i)";1998;0.0
408;"PM10";"AT";"1A3aii(ii)";1998;0.0
409;"PM10";"AT";"1A3bi";1998;2.0
410;"PM10";"AT";"1A3bii";1998;0.0
411;"PM10";"AT";"1A3biii";1998;2.0
412;"PM10";"AT";"1A3bvii";1998;2.0
413;"PM10";"AT";"1A3c";1998;0.0
414;"PM10";"AT";"1A3di(ii)";1998;0.0
415;"PM10";"AT";"1A3dii";1998;0.0
416;"PM10";"AT";"1A3ei";1998;0.0
417;"PM10";"AT";"1A4ai";1998;0.0
418;"PM10";"AT";"1A4bi";1998;7.0
419;"PM10";"AT";"1A4bii";1998;0.0
420;"PM10";"AT";"1A4ci";1998;0.0
421;"PM10";"AT";"1A4cii";1998;1.0
422;"PM10";"AT";"1A5b";1998;0.0
423;"PM10";"AT";"1B1a";1998;0.0
424;"PM10";"AT";"2A1";1998;0.0
425;"PM10";"AT";"2A2";1998;0.0
426;"PM10";"AT";"2A5a";1998;5.0
427;"PM10";"AT";"2A5b";1998;0.0
428;"PM10";"AT";"2B10a";1998;0.0
429;"PM10";"AT";"2C1";1998;3.0
430;"PM10";"AT";"2C2";1998;0.0
431;"PM10";"AT";"2G";1998;0.0
432;"PM10";"AT";"2H2";1998;0.0
433;"PM10";"AT";"2I";1998;0.0
434;"PM10";"AT";"3Da1";1998;4.0
435;"PM10";"AT";"3Dd";1998;0.0
436;"PM10";"AT";"3F";1998;0.0
437;"PM10";"AT";"3I";1998;0.0
438;"PM10";"AT";"5A";1998;0.0
439;"PM10";"AT";"5C1bi";1998;0.0
440;"PM10";"AT";"5C1biii";1998;0.0
441;"PM10";"AT";"5C1bv";1998;0.0
442;"PM10";"AT";"1A1a";1999;0.0
443;"PM10";"AT";"1A1b";1999;0.0
444;"PM10";"AT";"1A1c";1999;0.0
445;"PM10";"AT";"1A2a";1999;0.0
446;"PM10";"AT";"1A2b";1999;0.0
447;"PM10";"AT";"1A2c";1999;0.0
448;"PM10";"AT";"1A2d";1999;0.0
449;"PM10";"AT";"1A2e";1999;0.0
450;"PM10";"AT";"1A2f";1999;0.0
451;"PM10";"AT";"1A2gvii";1999;1.0
452;"PM10";"AT";"1A2gviii";1999;0.0
454;"PM10";"AT";"1A3ai(i)";1999;0.0
455;"PM10";"AT";"1A3ai(ii)";1999;0.0
456;"PM10";"AT";"1A3aii(i)";1999;0.0
457;"PM10";"AT";"1A3aii(ii)";1999;0.0
458;"PM10";"AT";"1A3bi";1999;2.0
459;"PM10";"AT";"1A3bii";1999;0.0
460;"PM10";"AT";"1A3biii";1999;2.0
461;"PM10";"AT";"1A3bvii";1999;2.0
462;"PM10";"AT";"1A3c";1999;0.0
463;"PM10";"AT";"1A3di(ii)";1999;0.0
464;"PM10";"AT";"1A3dii";1999;0.0
465;"PM10";"AT";"1A3ei";1999;0.0
466;"PM10";"AT";"1A4ai";1999;0.0
467;"PM10";"AT";"1A4bi";1999;7.0
468;"PM10";"AT";"1A4bii";1999;0.0
469;"PM10";"AT";"1A4ci";1999;0.0
470;"PM10";"AT";"1A4cii";1999;1.0
471;"PM10";"AT";"1A5b";1999;0.0
472;"PM10";"AT";"1B1a";1999;0.0
473;"PM10";"AT";"2A1";1999;0.0
474;"PM10";"AT";"2A2";1999;0.0
475;"PM10";"AT";"2A5a";1999;5.0
476;"PM10";"AT";"2A5b";1999;1.0
477;"PM10";"AT";"2B10a";1999;0.0
478;"PM10";"AT";"2C1";1999;2.0
479;"PM10";"AT";"2C2";1999;0.0
480;"PM10";"AT";"2G";1999;0.0
481;"PM10";"AT";"2H2";1999;0.0
482;"PM10";"AT";"2I";1999;0.0
483;"PM10";"AT";"3Da1";1999;4.0
484;"PM10";"AT";"3Dd";1999;0.0
485;"PM10";"AT";"3F";1999;0.0
486;"PM10";"AT";"3I";1999;0.0
487;"PM10";"AT";"5A";1999;0.0
488;"PM10";"AT";"5C1bi";1999;0.0
489;"PM10";"AT";"5C1biii";1999;0.0
490;"PM10";"AT";"5C1bv";1999;0.0
491;"PM10";"AT";"1A1a";2000;0.0
492;"PM10";"AT";"1A1b";2000;0.0
493;"PM10";"AT";"1A1c";2000;0.0
494;"PM10";"AT";"1A2a";2000;0.0
495;"PM10";"AT";"1A2b";2000;0.0
496;"PM10";"AT";"1A2c";2000;0.0
497;"PM10";"AT";"1A2d";2000;0.0
498;"PM10";"AT";"1A2e";2000;0.0
499;"PM10";"AT";"1A2f";2000;0.0
500;"PM10";"AT";"1A2gvii";2000;1.0
501;"PM10";"AT";"1A2gviii";2000;0.0
503;"PM10";"AT";"1A3ai(i)";2000;0.0
504;"PM10";"AT";"1A3ai(ii)";2000;0.0
505;"PM10";"AT";"1A3aii(i)";2000;0.0
506;"PM10";"AT";"1A3aii(ii)";2000;0.0
507;"PM10";"AT";"1A3bi";2000;2.0
508;"PM10";"AT";"1A3bii";2000;0.0
509;"PM10";"AT";"1A3biii";2000;2.0
510;"PM10";"AT";"1A3bvii";2000;2.0
511;"PM10";"AT";"1A3c";2000;0.0
512;"PM10";"AT";"1A3di(ii)";2000;0.0
513;"PM10";"AT";"1A3dii";2000;0.0
514;"PM10";"AT";"1A3ei";2000;0.0
515;"PM10";"AT";"1A4ai";2000;0.0
516;"PM10";"AT";"1A4bi";2000;7.0
517;"PM10";"AT";"1A4bii";2000;0.0
518;"PM10";"AT";"1A4ci";2000;0.0
519;"PM10";"AT";"1A4cii";2000;1.0
520;"PM10";"AT";"1A5b";2000;0.0
521;"PM10";"AT";"1B1a";2000;0.0
522;"PM10";"AT";"2A1";2000;0.0
523;"PM10";"AT";"2A2";2000;0.0
524;"PM10";"AT";"2A5a";2000;5.0
525;"PM10";"AT";"2A5b";2000;1.0
526;"PM10";"AT";"2B10a";2000;0.0
527;"PM10";"AT";"2C1";2000;2.0
528;"PM10";"AT";"2C2";2000;0.0
529;"PM10";"AT";"2G";2000;0.0
530;"PM10";"AT";"2H2";2000;0.0
531;"PM10";"AT";"2I";2000;0.0
532;"PM10";"AT";"3Da1";2000;4.0
533;"PM10";"AT";"3Dd";2000;0.0
534;"PM10";"AT";"3F";2000;0.0
535;"PM10";"AT";"3I";2000;0.0
536;"PM10";"AT";"5A";2000;0.0
537;"PM10";"AT";"5C1bi";2000;0.0
538;"PM10";"AT";"5C1biii";2000;0.0
539;"PM10";"AT";"5C1bv";2000;0.0
540;"PM10";"AT";"1A1a";2001;0.0
541;"PM10";"AT";"1A1b";2001;0.0
542;"PM10";"AT";"1A1c";2001;0.0
543;"PM10";"AT";"1A2a";2001;0.0
544;"PM10";"AT";"1A2b";2001;0.0
545;"PM10";"AT";"1A2c";2001;0.0
546;"PM10";"AT";"1A2d";2001;0.0
547;"PM10";"AT";"1A2e";2001;0.0
548;"PM10";"AT";"1A2f";2001;0.0
549;"PM10";"AT";"1A2gvii";2001;1.0
550;"PM10";"AT";"1A2gviii";2001;0.0
552;"PM10";"AT";"1A3ai(i)";2001;0.0
553;"PM10";"AT";"1A3ai(ii)";2001;0.0
554;"PM10";"AT";"1A3aii(i)";2001;0.0
555;"PM10";"AT";"1A3aii(ii)";2001;0.0
556;"PM10";"AT";"1A3bi";2001;2.0
557;"PM10";"AT";"1A3bii";2001;0.0
558;"PM10";"AT";"1A3biii";2001;2.0
559;"PM10";"AT";"1A3bvii";2001;2.0
560;"PM10";"AT";"1A3c";2001;0.0
561;"PM10";"AT";"1A3di(ii)";2001;0.0
562;"PM10";"AT";"1A3dii";2001;0.0
563;"PM10";"AT";"1A3ei";2001;0.0
564;"PM10";"AT";"1A4ai";2001;0.0
565;"PM10";"AT";"1A4bi";2001;7.0
566;"PM10";"AT";"1A4bii";2001;0.0
567;"PM10";"AT";"1A4ci";2001;0.0
568;"PM10";"AT";"1A4cii";2001;1.0
569;"PM10";"AT";"1A5b";2001;0.0
570;"PM10";"AT";"1B1a";2001;0.0
571;"PM10";"AT";"2A1";2001;0.0
572;"PM10";"AT";"2A2";2001;0.0
573;"PM10";"AT";"2A5a";2001;4.0
574;"PM10";"AT";"2A5b";2001;0.0
575;"PM10";"AT";"2B10a";2001;0.0
576;"PM10";"AT";"2C1";2001;2.0
577;"PM10";"AT";"2C2";2001;0.0
578;"PM10";"AT";"2G";2001;0.0
579;"PM10";"AT";"2H2";2001;0.0
580;"PM10";"AT";"2I";2001;0.0
