countryID,countryName,pollutantID,year,population,concentration,e11A,e11B,e11C,e11A1a,e1A1b,e1A1c,e1A2a,e1A2b,e1A2c,e1A2d,e1A2e,e1A2f,e1A2gvii,e1A2gviii,e1A3ai_i,e1A3ai_ii,e1A3aii_i,e1A3aii_ii,e1A3bi,e1A3bii,e1A3biii,e1A3biv,e1A3bv,e1A3bvi,e1A3bvii,e1A3c,e1A3di_i,e1A3di_ii,e1A3dii,e1A3ei,e1A3eii,e1A4ai,e1A4aii,e1A4bi,e1A4bii,e1A4ci,e1A4cii,e1A4ciii,e1A5a,e1A5b,e1A5c,e1B1a,e1B1b,e1B1c,e1B2ai,e1B2aiv,e1B2av,e1B2b,e1B2c,e1B2d,e2A1,e2A2,32A3,e2A5a,e2A5b,e2A5c,e2A6,e2B1,e2B2,e2B3,e2B5,e2B6,e2B7,e2B10a,e2B10b,e2C1,e2C2,e2C3,e2C4,e2C5,e2C6,e2C7a,e2C7b,e2C7c,e2C7d,e2D3a,e2D3b,e2D3c,e2D3d,e2D3e,e2D3f,e2D3g,e2D3h,e2D3i,e2G,e2H1,e2H2,e2H3,e2I,e2K,e2L,e3B1a,e3B1b,e3B2,e3B3,e3B4a,e3B4d,e3B4e,e3B4f,e3B4gi,e3B4gii,e3B4giii,e3B4giv,e3B4h,e3Da1,e3Da2a,e3Da2b,e3Da2c,e3Da3,e3Da4,e3Db,e3Dc,e3Dd,e3De,e3Df,e3F,e3I,e5A,e5B1,e5B2,e5C1a,e5C1bi,e5C1bii,e5C1biii,e5C1biv,e5C1bv,e5C1bvi,e5C2,e5D1,e5D2,e5D3,e5E,e6A,e6B
AT,Austria,BaP,2000,8011566,0.720000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,BaP,2001,8032875,0.460000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,BaP,2002,8083797,0.870000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,BaP,2003,NULL,1.240000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,BaP,2005,8201359,0.880000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,BaP,2006,8254298,1.877500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,BaP,2007,8282984,1.171250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,BaP,2008,8318592,1.012500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,BaP,2009,8355260,1.285714,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,BaP,2010,NULL,1.290000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,BaP,2011,NULL,1.228000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,BaP,2012,NULL,0.952000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,BaP,2013,8451860,0.764444,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,NO2,1985,NULL,0.060000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,NO2,1988,NULL,46.350000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,NO2,1989,NULL,49.779412,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,NO2,1990,NULL,42.458214,NULL,NULL,NULL,12.04789339,4.31730500,1.37268724,5.41133863,0.25472971,1.69233685,6.99868431,1.73870636,9.99399245,3.02912666,3.85640804,0.37192000,2.39910286,0.03613122,0.04053000,64.31528248,7.01421135,50.60285236,0.14494903,NULL,NULL,NULL,1.81873901,NULL,0.51228997,0.06941432,0.60750000,NULL,3.37873306,NULL,13.07454563,0.80330614,1.05496573,9.41909228,NULL,NULL,0.07457861,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.07200000,NULL,0.15559879,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.01613678,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.55191871,NULL,NULL,NULL,NULL,NULL,0.13376272,0.20532599,0.00237599,0.11827150,NULL,0.00028630,0.00988264,NULL,0.03860490,0.00727840,0.00402206,0.00060258,0.00028443,1.34886621,4.80619421,0.04046434,0.00575964,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.02920540,NULL,NULL,NULL,NULL,0.01914000,0.01773200,NULL,0.06300000,NULL,0.00298627,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,NO2,1991,7795786,40.443448,NULL,NULL,NULL,11.35493201,4.31705600,1.48197897,5.43875983,0.20888133,1.52142525,7.78216814,1.77098982,9.92541632,3.43125589,3.84053628,0.42391000,2.69597405,0.03871838,0.05907000,65.81864050,7.01862390,55.87655172,0.14904574,NULL,NULL,NULL,1.67339996,NULL,0.44002340,0.07564650,0.60990000,NULL,2.99845172,NULL,14.32263007,0.80809797,1.03591660,9.46036607,NULL,NULL,0.07787905,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.75769742,NULL,0.12834509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.01615886,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.58182641,NULL,NULL,NULL,NULL,NULL,0.12953122,0.20334583,0.00250010,0.11317653,NULL,0.00031374,0.01161070,NULL,0.03836431,0.00787942,0.00582135,0.00060956,0.00028565,1.58092307,4.75438163,0.04046434,0.00783936,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.02804113,NULL,NULL,NULL,NULL,0.01914000,0.01209000,NULL,0.05267500,NULL,0.00300341,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,NO2,1992,7867796,38.399643,NULL,NULL,NULL,8.82113230,4.18811900,1.41348446,4.50608179,0.19275427,1.46056292,6.32608502,1.45928555,9.69076058,3.64073292,3.54274274,0.47591000,2.92083148,0.04132344,0.07760000,58.61910015,7.03348114,57.37804344,0.15974553,NULL,NULL,NULL,1.66463538,NULL,0.43597549,0.06842294,0.59520000,NULL,3.33688942,NULL,13.12830790,0.82245800,0.95618330,9.56889809,NULL,NULL,0.07272020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.82162344,NULL,0.14903391,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.01661562,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.56678597,NULL,NULL,NULL,NULL,NULL,0.12446176,0.19143300,0.00239200,0.11214349,NULL,0.00030207,0.01233321,NULL,0.03612690,0.00769492,0.00514598,0.00053891,0.00028687,1.33831414,4.63068588,0.03844286,0.00870223,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.02843074,NULL,NULL,NULL,NULL,NULL,0.01450800,NULL,0.04235000,NULL,0.00299383,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,NO2,1993,7962003,38.482000,NULL,NULL,NULL,7.51615775,3.39898700,1.14831332,4.90249371,0.21659863,1.37503466,6.48149549,1.32448660,9.63418603,3.83342252,3.56263817,0.52791000,3.08295417,0.04393699,0.09613000,53.25481804,6.96356055,59.19641073,0.17189330,NULL,NULL,NULL,1.62921379,NULL,0.45040136,0.06056854,0.57975000,NULL,3.29654339,NULL,12.57826874,0.83320720,0.79751344,9.65103621,NULL,NULL,0.08162324,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.47079572,0.69079108,NULL,NULL,NULL,NULL,0.08778089,NULL,0.16193539,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.01569988,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.54875171,NULL,NULL,NULL,NULL,NULL,0.12245536,0.18676023,0.00255940,0.11130171,NULL,0.00036245,0.01304107,NULL,0.03821524,0.00809782,0.00608297,0.00048374,0.00028809,1.05859800,4.68629408,0.05766429,0.01157396,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.02466598,NULL,NULL,NULL,NULL,NULL,0.01692600,NULL,0.03202500,NULL,0.00297061,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,NO2,1994,8015027,34.341875,NULL,NULL,NULL,6.41960571,3.41396700,1.22502771,4.56587417,0.28884886,1.16402639,6.90425022,1.27195777,9.70968809,4.08648012,2.95770440,0.57990000,3.19428567,0.04654819,0.11467000,49.77546079,7.08882236,57.82390509,0.18760532,NULL,NULL,NULL,1.65812346,NULL,0.57801661,0.05741350,0.56700000,NULL,2.89922932,NULL,11.52735731,0.83952453,0.65356550,9.73545280,NULL,NULL,0.08541578,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.44570000,0.62910000,NULL,NULL,NULL,NULL,0.08580000,NULL,0.16909051,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.01849518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.57431504,NULL,NULL,NULL,NULL,NULL,0.11976862,0.18957340,0.00262310,0.10547906,NULL,0.00038141,0.01340745,NULL,0.03812544,0.00763206,0.00599260,0.00050454,0.00028931,1.48300714,4.69075577,0.04933500,0.03273587,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.02788425,NULL,NULL,NULL,NULL,NULL,0.02015000,NULL,0.02170000,NULL,0.00290462,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AT,Austria,NO2,1995,8039865,34.105758,NULL,NULL,NULL,7.62415025,3.38400000,1.65396785,4.86204899,0.22456295,1.01177260,6.13498192,1.09432928,8.66711831,4.44202730,3.04904531,0.63190000,3.60105901,0.04713728,0.13320000,47.07609666,7.07573042,59.08363353,0.20856689,NULL,NULL,NULL,1.55950912,NULL,0.62234691,0.09337703,0.61380000,NULL,3.49308129,NULL,12.22409254,0.87564136,0.73381755,9.32784742,NULL,NULL,0.07227207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.28590000,0.34630000,NULL,NULL,NULL,NULL,0.06000000,NULL,0.16199823,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.01459254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.58757690,NULL,NULL,NULL,NULL,NULL,0.10446693,0.20936185,0.00280025,0.10184386,NULL,0.00041575,0.01456103,NULL,0.03633545,0.00806237,0.00520932,0.00047058,0.00030914,1.50452529,4.78141958,0.05434321,0.03785967,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.02782144,NULL,NULL,NULL,NULL,NULL,0.02095600,NULL,0.02170000,NULL,0.00292216,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
